frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z,hip.Center_x,hip.Center_y,hip.Center_z
1,-0.0022289092000000003,-0.017079683000000002,0.075415365,0.29797918,0.23518337,0.24843556,-0.0804237,0.24848070000000003,0.10138453,0.008156418,0.2887632,-0.1665598,0.36254746,0.33885688,-0.027754955,0.09338616599999999,0.03904619,-0.17895345,0.08354744,0.052295100000000004,0.27996817,-0.009824949,0.31671152,0.33298957,0.13892488,0.57237214,0.23841839999999997,0.24074468,0.649293,-0.056569874000000006,0.35565490000000005,0.5462314,-0.3131452,0.5486227,0.47773469999999996,-0.1273261,0.22744575,0.65601754,0.10388464,0.3445867,0.8393290999999999,0.1334588,0.42149612,0.712448,0.066709295,0.39119622,0.7692089,0.055407465,0.41489434,0.7497768,0.11860657,0.28739315,0.7924581999999999,0.057031672,0.33692682,0.74959254,0.20049308,-0.036133639514446265,0.26862195134162903,-0.03258763626217842
2,-0.616274,-0.3030547,-0.13369064,-0.2644724,-0.07244934,0.02286467,-0.014859535,0.27639985,0.111878335,0.040182024,0.26396546,-0.14139295,-0.18391329999999997,-0.09383091,-0.15259098,-0.53782576,-0.3163362,-0.32476068,0.5913851,-0.32441702,0.12222005400000001,0.50595176,-0.066281825,0.13418448,0.47290596,0.20630941,0.13582787,0.46090767,0.23242621,-0.12409935,0.41856351,-0.027586004,-0.20764970000000002,0.53303427,-0.2549156,-0.123932384,0.51019675,0.23192325,0.005100189000000001,0.72309375,0.21534339,-0.01088802,0.6309468,0.12072444,-0.09852314,0.6665857,0.17232588,-0.09812197,0.6713638000000001,0.123392075,-0.05077998,0.64540064,0.2668239,-0.056511685,0.65367514,0.15945908,0.05179565,0.012661244720220566,0.27018266916275024,-0.014757305383682253
